booking_id,sailing_id,booking_date,days_to_departure,channel,party_size,fare_paid_per_person,discount_flag,price_version,competitor_price_index,booking_segment
B02489,S012,2025-07-29,174,direct,2,5867.53,0,P2,0.99,mid_booker
B02490,S012,2025-10-18,93,web,2,5666.38,0,P2,0.98,early_planner
B02491,S012,2025-10-13,98,travel_agent,1,4641.05,1,P2,1.11,mid_booker
B02492,S012,2025-09-13,128,web,2,5174.75,1,P1,0.87,mid_booker
B02493,S012,2025-11-03,77,travel_agent,3,6083.24,0,P3,0.92,mid_booker
B02494,S012,2025-10-31,80,direct,2,4785.31,1,P2,0.96,mid_booker
B02495,S012,2025-08-15,157,web,2,4681.93,1,P1,1.0,mid_booker
B02496,S012,2025-11-05,75,web,2,4678.36,1,P3,0.93,mid_booker
B02497,S012,2025-09-24,117,direct,2,5763.42,0,P1,1.11,early_planner
B02498,S012,2025-07-31,172,travel_agent,4,5655.41,0,P2,0.94,mid_booker
B02499,S012,2025-07-30,173,direct,2,5994.75,0,P1,0.99,mid_booker
B02500,S012,2025-10-06,105,direct,3,5942.98,0,P1,1.0,early_planner
B02501,S012,2025-09-15,126,direct,4,5966.42,0,P1,1.12,mid_booker
B02502,S012,2025-09-16,125,direct,1,6034.44,0,P1,1.03,mid_booker
B02503,S012,2025-08-18,154,direct,2,5983.81,0,P1,0.86,mid_booker
B02504,S012,2025-07-25,178,web,2,5859.78,0,P1,0.93,early_planner
B02505,S012,2025-10-22,89,travel_agent,2,5572.02,0,P2,1.0,mid_booker
B02506,S012,2025-09-08,133,direct,2,5732.99,0,P1,1.1,mid_booker
B02507,S012,2025-09-25,116,direct,3,6102.16,0,P2,0.93,mid_booker
B02508,S012,2025-09-17,124,direct,2,5878.55,0,P2,1.06,mid_booker
B02509,S012,2025-10-04,107,web,2,5888.74,0,P1,1.04,mid_booker
B02510,S012,2025-09-25,116,web,3,5637.35,0,P2,1.14,mid_booker
B02511,S012,2025-07-24,179,direct,4,6036.03,0,P2,1.15,mid_booker
B02512,S012,2025-11-19,61,direct,2,5744.4,0,P3,0.99,mid_booker
B02513,S012,2025-11-29,51,direct,1,4534.32,1,P2,0.93,last_minute
B02514,S012,2025-11-27,53,web,2,6142.99,0,P3,1.06,last_minute
B02515,S012,2025-11-27,53,direct,2,6052.28,0,P2,1.03,last_minute
B02516,S012,2025-11-27,53,travel_agent,1,5625.56,0,P2,1.15,mid_booker
B02517,S007,2025-04-17,284,direct,4,10998.02,0,P1,1.18,loyal_guest
B02518,S007,2025-07-10,200,web,2,11038.06,0,P1,1.13,early_planner
B02519,S007,2025-04-01,300,direct,2,11231.48,0,P1,1.07,early_planner
B02520,S007,2025-04-09,292,direct,1,11340.79,0,P1,1.08,loyal_guest
B02521,S007,2025-05-19,252,travel_agent,2,8642.6,1,P1,1.2,early_planner
B02522,S007,2025-07-04,206,travel_agent,2,8504.7,1,P1,0.98,early_planner
B02523,S007,2025-07-08,202,travel_agent,2,10755.56,0,P1,1.17,early_planner
B02524,S007,2025-05-25,246,direct,1,11124.28,0,P1,1.03,early_planner
B02525,S007,2025-04-11,290,direct,4,10822.93,0,P1,1.01,early_planner
B02526,S007,2025-05-26,245,direct,2,11479.47,0,P1,0.97,early_planner
B02527,S007,2025-04-03,298,web,3,10503.03,0,P1,1.08,loyal_guest
B02528,S007,2025-07-24,186,direct,2,10964.94,0,P1,0.9,loyal_guest
B02529,S007,2025-04-30,271,travel_agent,2,10614.32,0,P1,1.07,early_planner
B02530,S007,2025-05-18,253,travel_agent,3,10895.27,0,P1,0.9,early_planner
B02531,S007,2025-05-20,251,travel_agent,3,11375.09,0,P1,1.07,early_planner
B02532,S007,2025-04-03,298,direct,2,9795.73,1,P1,1.14,early_planner
B02533,S007,2025-07-03,207,direct,4,10477.82,0,P1,1.04,early_planner
B02534,S007,2025-07-09,201,travel_agent,4,10531.4,0,P1,1.18,early_planner
B02535,S007,2025-07-12,198,direct,2,10785.21,0,P1,1.15,loyal_guest
B02536,S007,2025-07-15,195,web,2,8241.47,1,P1,1.07,early_planner
B02537,S007,2025-07-25,185,web,1,11250.66,0,P1,1.01,loyal_guest
B02538,S007,2025-04-17,284,direct,2,10892.87,0,P1,1.11,loyal_guest
B02539,S007,2025-07-16,194,direct,2,11051.72,0,P1,1.14,early_planner
B02540,S007,2025-07-29,181,travel_agent,2,8676.34,1,P1,1.02,early_planner
B02541,S007,2025-07-07,203,direct,2,10547.16,0,P1,1.18,early_planner
B02542,S007,2025-07-01,209,web,2,8685.59,1,P1,1.2,early_planner
B02543,S007,2025-07-08,202,web,2,10508.13,0,P1,1.07,loyal_guest
B02544,S007,2025-04-08,293,direct,1,11306.5,0,P1,1.0,loyal_guest
B02545,S007,2025-07-30,180,direct,4,10547.84,0,P2,1.05,early_planner
B02546,S007,2025-07-28,182,web,2,8808.69,1,P1,0.97,loyal_guest
B02547,S007,2025-07-22,188,web,2,10450.81,0,P1,0.95,early_planner
B02548,S007,2025-05-03,268,web,4,10943.39,0,P1,1.18,loyal_guest
B02549,S007,2025-05-25,246,direct,2,10699.32,0,P1,0.92,early_planner
B02550,S007,2025-06-11,229,travel_agent,1,11177.48,0,P1,0.97,early_planner
B02551,S007,2025-09-29,119,direct,2,11414.75,0,P2,0.9,early_planner
B02552,S007,2025-10-03,115,web,1,11094.78,0,P1,0.93,mid_booker
B02553,S007,2025-10-10,108,direct,2,11316.16,0,P1,1.19,mid_booker
B02554,S007,2025-11-13,74,travel_agent,1,9713.29,1,P2,1.12,early_planner
B02555,S007,2025-11-22,65,travel_agent,3,10541.96,0,P2,0.91,early_planner
B02556,S007,2025-08-03,176,direct,3,10409.09,0,P2,0.98,mid_booker
B02557,S007,2025-11-24,63,direct,3,10734.61,0,P3,1.11,early_planner
B02558,S007,2025-09-23,125,web,2,10845.05,0,P1,1.16,mid_booker
B02559,S007,2025-08-12,167,direct,3,10698.26,0,P2,1.13,mid_booker
B02560,S007,2025-09-08,140,web,3,10956.05,0,P1,1.19,early_planner
B02561,S007,2025-09-12,136,direct,2,8366.32,1,P1,0.91,mid_booker
B02562,S007,2025-09-03,145,direct,2,11007.26,0,P2,0.97,early_planner
B02563,S007,2025-08-08,171,direct,2,10626.39,0,P2,1.03,mid_booker
B02564,S007,2025-09-17,131,travel_agent,1,10558.61,0,P1,1.02,mid_booker
B02565,S007,2025-08-02,177,web,3,10882.9,0,P1,1.2,mid_booker
B02566,S007,2025-08-17,162,travel_agent,4,10991.6,0,P1,1.0,early_planner
B02567,S007,2025-09-02,146,web,1,10718.92,0,P1,1.06,mid_booker
B02568,S007,2025-09-27,121,web,2,10879.1,0,P2,1.11,mid_booker
B02569,S007,2025-08-28,151,direct,3,10778.57,0,P2,1.19,early_planner
B02570,S007,2025-10-09,109,web,1,11295.17,0,P1,1.06,mid_booker
B02571,S007,2025-11-12,75,direct,2,8813.9,1,P3,1.12,mid_booker
B02572,S007,2025-11-26,61,travel_agent,1,9709.25,1,P2,1.04,mid_booker
B02573,S007,2025-09-18,130,travel_agent,4,11144.23,0,P1,1.0,mid_booker
B02574,S007,2025-11-17,70,travel_agent,4,11144.29,0,P2,0.95,early_planner
B02575,S007,2025-11-29,58,direct,4,11398.8,0,P3,1.15,last_minute
B02576,S008,2025-08-01,180,direct,2,10088.21,1,P2,0.93,mid_booker
B02577,S008,2025-04-09,294,web,4,11822.69,0,P1,1.18,loyal_guest
B02578,S008,2025-07-22,190,direct,1,10179.82,1,P1,1.13,early_planner
B02579,S008,2025-05-08,265,web,4,11513.44,0,P1,1.1,early_planner
B02580,S008,2025-07-15,197,web,2,9369.18,1,P1,1.07,early_planner
B02581,S008,2025-07-09,203,web,1,10531.24,1,P1,0.96,early_planner
B02582,S008,2025-06-06,236,direct,4,10057.56,1,P1,1.08,early_planner
B02583,S008,2025-04-08,295,web,2,11898.71,0,P1,1.17,loyal_guest
B02584,S008,2025-06-22,220,web,2,11461.43,0,P1,1.01,loyal_guest
B02585,S008,2025-04-23,280,travel_agent,3,9902.23,1,P1,0.91,early_planner
B02586,S008,2025-04-22,281,travel_agent,3,11190.2,0,P1,0.91,loyal_guest
B02587,S008,2025-04-08,295,web,1,9622.01,1,P1,1.12,early_planner
B02588,S008,2025-05-21,252,web,4,12228.15,0,P1,1.2,loyal_guest
B02589,S008,2025-06-17,225,direct,3,12017.85,0,P1,1.19,loyal_guest
B02590,S008,2025-04-12,291,direct,1,11535.69,0,P1,1.11,early_planner
B02591,S008,2025-07-25,187,web,2,9720.75,1,P1,1.01,early_planner
B02592,S008,2025-07-31,181,direct,2,10303.19,1,P1,1.0,early_planner
B02593,S008,2025-07-12,200,direct,2,11621.24,0,P1,0.98,early_planner
B02594,S008,2025-04-13,290,direct,4,9638.77,1,P1,0.96,early_planner
B02595,S008,2025-06-09,233,web,2,12001.15,0,P1,0.94,early_planner
B02596,S008,2025-04-26,277,direct,4,11256.89,0,P1,1.12,early_planner
B02597,S008,2025-04-20,283,direct,1,11670.96,0,P1,1.1,early_planner
B02598,S008,2025-05-04,269,web,2,12303.01,0,P1,1.07,early_planner
B02599,S008,2025-04-06,297,travel_agent,2,9022.69,1,P1,0.93,early_planner
B02600,S008,2025-11-23,66,web,2,10346.59,1,P2,0.98,mid_booker
B02601,S008,2025-11-19,70,direct,1,9040.23,1,P3,1.0,mid_booker
B02602,S008,2025-10-20,100,direct,2,12041.72,0,P2,0.99,mid_booker
B02603,S008,2025-11-15,74,direct,2,11457.48,0,P2,1.14,mid_booker
B02604,S008,2025-10-17,103,direct,4,11787.3,0,P1,0.98,mid_booker
B02605,S008,2025-11-02,87,direct,2,11176.14,0,P3,0.93,mid_booker
B02606,S008,2025-08-11,170,direct,1,11822.67,0,P1,0.96,mid_booker
B02607,S008,2025-08-29,152,direct,3,11890.03,0,P1,0.92,mid_booker
B02608,S008,2025-08-02,179,direct,2,11749.86,0,P1,1.11,mid_booker
B02609,S008,2025-11-06,83,web,3,10388.97,1,P3,0.96,mid_booker
B02610,S008,2025-08-05,176,travel_agent,2,12033.94,0,P2,1.07,mid_booker
B02611,S008,2025-08-09,172,direct,2,11285.65,0,P1,1.11,mid_booker
B02612,S008,2025-10-16,104,direct,3,12125.65,0,P1,0.92,mid_booker
B02613,S008,2025-08-19,162,web,2,11738.99,0,P1,1.14,mid_booker
B02614,S008,2025-09-07,143,direct,1,11948.1,0,P1,0.95,mid_booker
B02615,S008,2025-09-03,147,direct,2,9614.14,1,P2,1.06,mid_booker
B02616,S010,2025-07-17,199,direct,2,11324.76,1,P1,0.96,early_planner
B02617,S010,2025-07-29,187,direct,4,12809.26,0,P1,0.98,early_planner
B02618,S010,2025-07-04,212,direct,2,12823.22,0,P1,1.11,loyal_guest
B02619,S010,2025-07-25,191,direct,2,13223.61,0,P1,1.17,early_planner
B02620,S010,2025-07-01,215,direct,2,13663.59,0,P1,1.1,loyal_guest
B02621,S010,2025-07-01,215,travel_agent,2,13836.89,0,P1,1.19,early_planner
B02622,S010,2025-06-04,242,direct,1,13562.06,0,P1,1.16,early_planner
B02623,S010,2025-07-01,215,web,1,12785.29,0,P1,0.97,loyal_guest
B02624,S010,2025-05-14,263,direct,1,13271.94,0,P1,0.95,early_planner
B02625,S010,2025-07-09,207,web,2,12764.92,0,P1,0.92,early_planner
B02626,S010,2025-05-04,273,travel_agent,2,13963.62,0,P1,1.04,early_planner
B02627,S010,2025-07-20,196,travel_agent,2,13993.75,0,P1,0.93,loyal_guest
B02628,S010,2025-04-09,298,web,4,13152.95,0,P1,0.99,early_planner
B02629,S010,2025-05-02,275,web,3,10132.56,1,P1,1.02,early_planner
B02630,S010,2025-04-17,290,direct,2,13708.52,0,P1,1.07,early_planner
B02631,S010,2025-05-30,247,direct,2,13251.88,0,P1,1.04,early_planner
B02632,S010,2025-05-02,275,direct,2,10300.1,1,P1,0.94,early_planner
B02633,S010,2025-07-22,194,web,4,13297.5,0,P1,0.94,loyal_guest
B02634,S010,2025-07-28,188,direct,3,13176.25,0,P1,1.1,early_planner
B02635,S010,2025-06-13,233,direct,4,14019.62,0,P1,1.08,loyal_guest
B02636,S010,2025-06-20,226,web,4,13292.98,0,P1,1.09,loyal_guest
B02637,S010,2025-05-24,253,direct,2,10866.19,1,P1,1.1,early_planner
B02638,S010,2025-05-20,257,web,2,13826.22,0,P1,1.17,loyal_guest
B02639,S010,2025-05-07,270,web,3,12996.59,0,P1,1.01,early_planner
B02640,S010,2025-07-11,205,direct,1,13075.57,0,P1,1.18,early_planner
B02641,S010,2025-05-08,269,travel_agent,2,10395.92,1,P1,1.15,loyal_guest
B02642,S010,2025-08-04,181,travel_agent,4,10102.72,1,P1,0.98,early_planner
B02643,S010,2025-05-11,266,travel_agent,3,13106.48,0,P1,1.0,early_planner
B02644,S010,2025-11-17,76,web,2,13712.91,0,P3,1.12,mid_booker
B02645,S010,2025-08-31,154,travel_agent,2,13068.06,0,P2,1.07,mid_booker
B02646,S010,2025-09-14,140,travel_agent,2,13543.99,0,P2,1.19,early_planner
B02647,S010,2025-08-31,154,direct,3,12915.84,0,P1,1.0,mid_booker
B02648,S010,2025-12-02,61,web,3,12756.78,0,P3,1.18,mid_booker
B02649,S010,2025-11-17,76,web,3,11387.63,1,P3,1.08,mid_booker
B02650,S010,2025-11-29,64,direct,2,13151.46,0,P3,0.95,early_planner
B02651,S010,2025-09-13,141,direct,2,13116.71,0,P1,1.01,mid_booker
B02652,S010,2025-11-07,86,web,4,11828.68,1,P3,0.92,mid_booker
B02653,S010,2025-11-27,66,web,2,13008.34,0,P2,1.18,early_planner
B02654,S010,2025-10-29,95,direct,4,13032.59,0,P1,1.04,mid_booker
B02655,S010,2025-08-06,179,direct,2,13049.38,0,P1,0.91,mid_booker
B02656,S010,2025-09-03,151,direct,2,13848.96,0,P1,0.94,early_planner
B02657,S010,2025-09-05,149,web,4,13345.4,0,P2,1.0,early_planner
B02658,S010,2025-11-14,79,travel_agent,2,10271.53,1,P3,1.17,mid_booker
B02659,S010,2025-11-05,88,direct,4,10706.21,1,P3,0.91,mid_booker
B02660,S010,2025-08-16,169,web,4,13913.02,0,P1,1.11,mid_booker
B02661,S010,2025-11-17,76,travel_agent,2,13044.76,0,P3,1.04,early_planner
B02662,S010,2025-11-17,76,web,1,13291.87,0,P2,1.04,early_planner
B02663,S006,2025-08-16,185,direct,2,13775.75,0,P1,0.91,early_planner
B02664,S006,2025-04-25,298,direct,4,14041.71,0,P1,0.95,early_planner
B02665,S006,2025-05-16,277,travel_agent,2,11449.79,1,P1,1.07,loyal_guest
B02666,S006,2025-06-02,260,direct,2,14566.36,0,P1,1.19,early_planner
B02667,S006,2025-05-24,269,direct,4,12506.23,1,P1,1.11,early_planner
B02668,S006,2025-07-07,225,direct,2,14815.07,0,P1,1.08,early_planner
B02669,S006,2025-05-09,284,web,2,14216.49,0,P1,1.11,early_planner
B02670,S006,2025-08-02,199,direct,2,11923.7,1,P1,0.93,early_planner
B02671,S006,2025-05-09,284,direct,3,14834.71,0,P1,1.07,early_planner
B02672,S006,2025-06-26,236,direct,2,14406.71,0,P1,1.14,early_planner
B02673,S006,2025-04-24,299,travel_agent,1,13681.94,0,P1,1.05,early_planner
B02674,S006,2025-06-14,248,direct,3,14746.22,0,P1,1.15,loyal_guest
B02675,S006,2025-08-13,188,travel_agent,4,14442.32,0,P1,0.95,early_planner
B02676,S006,2025-08-18,183,web,2,14439.68,0,P1,1.18,early_planner
B02677,S006,2025-04-25,298,direct,2,14003.57,0,P1,1.13,early_planner
B02678,S006,2025-04-24,299,direct,2,14915.63,0,P1,1.19,early_planner
B02679,S006,2025-07-05,227,web,2,14265.91,0,P1,1.09,loyal_guest
B02680,S006,2025-07-11,221,direct,4,14034.64,0,P1,1.2,loyal_guest
B02681,S006,2025-05-30,263,direct,4,14953.6,0,P1,1.09,early_planner
B02682,S006,2025-06-16,246,web,2,14118.63,0,P1,1.01,loyal_guest
B02683,S006,2025-05-29,264,travel_agent,2,13611.58,0,P1,1.02,loyal_guest
B02684,S006,2025-08-16,185,travel_agent,4,11443.64,1,P1,1.06,early_planner
B02685,S006,2025-08-17,184,travel_agent,4,13934.4,0,P1,1.15,early_planner
B02686,S006,2025-08-18,183,web,2,14762.54,0,P1,1.18,early_planner
B02687,S006,2025-04-26,297,direct,2,11417.47,1,P1,0.97,early_planner
B02688,S006,2025-08-02,199,direct,3,14266.43,0,P1,0.99,early_planner
B02689,S006,2025-06-21,241,web,4,14216.26,0,P1,1.01,early_planner
B02690,S006,2025-05-04,289,direct,2,14220.0,0,P1,1.01,early_planner
B02691,S006,2025-05-26,267,web,1,14481.62,0,P1,1.01,early_planner
B02692,S006,2025-07-30,202,travel_agent,2,11189.9,1,P1,1.1,early_planner
B02693,S006,2025-09-17,153,direct,3,10833.01,1,P1,1.07,mid_booker
B02694,S006,2025-11-10,99,travel_agent,1,14321.17,0,P2,1.14,early_planner
B02695,S006,2025-11-26,83,direct,1,13567.19,0,P2,1.03,early_planner
B02696,S006,2025-11-09,100,direct,2,14470.7,0,P1,0.94,mid_booker
B02697,S006,2025-10-21,119,travel_agent,2,14882.32,0,P1,1.13,mid_booker
B02698,S006,2025-09-26,144,travel_agent,2,14463.91,0,P2,0.91,mid_booker
B02699,S006,2025-09-02,168,direct,2,11916.99,1,P2,0.97,mid_booker
B02700,S006,2025-11-25,84,travel_agent,4,14096.36,0,P2,1.04,mid_booker
B02701,S006,2025-10-26,114,web,2,14043.64,0,P1,1.18,mid_booker
B02702,S006,2025-10-03,137,direct,3,12632.55,1,P2,1.0,early_planner
B02703,S006,2025-11-11,98,direct,1,14661.15,0,P2,0.95,early_planner
B02704,S006,2025-11-20,89,travel_agent,2,11575.47,1,P3,1.15,mid_booker
B02705,S006,2025-10-07,133,travel_agent,1,13944.39,0,P2,1.14,mid_booker
B02706,S006,2025-09-22,148,travel_agent,2,13543.0,0,P2,1.19,mid_booker
B02707,S006,2025-09-09,161,travel_agent,3,14489.73,0,P2,1.05,mid_booker
B02708,S006,2025-09-12,158,travel_agent,2,13982.47,0,P1,1.03,early_planner
B02709,S005,2025-08-23,184,travel_agent,2,13254.07,0,P1,1.02,early_planner
B02710,S005,2025-07-26,212,web,3,13140.56,0,P1,0.99,early_planner
B02711,S005,2025-05-10,289,direct,2,14298.77,0,P1,1.02,early_planner
B02712,S005,2025-07-16,222,direct,2,14067.08,0,P1,1.16,early_planner
B02713,S005,2025-08-23,184,direct,2,14110.77,0,P1,1.14,early_planner
B02714,S005,2025-08-25,182,direct,4,13860.97,0,P1,0.97,loyal_guest
B02715,S005,2025-07-06,232,direct,3,13387.66,0,P1,1.07,early_planner
B02716,S005,2025-07-27,211,direct,2,14236.31,0,P1,0.98,loyal_guest
B02717,S005,2025-07-13,225,travel_agent,4,13847.03,0,P1,1.05,early_planner
B02718,S005,2025-07-18,220,web,1,14388.94,0,P1,1.1,loyal_guest
B02719,S005,2025-05-30,269,travel_agent,2,13175.19,0,P1,0.9,loyal_guest
B02720,S005,2025-07-30,208,travel_agent,2,11990.4,1,P1,1.16,early_planner
B02721,S005,2025-06-28,240,travel_agent,2,14201.4,0,P1,1.0,early_planner
B02722,S005,2025-08-02,205,direct,2,14131.05,0,P1,0.94,early_planner
B02723,S005,2025-08-23,184,travel_agent,1,11726.1,1,P1,1.07,early_planner
B02724,S005,2025-06-13,255,direct,4,11089.88,1,P1,1.07,early_planner
B02725,S005,2025-05-25,274,travel_agent,2,13179.34,0,P1,1.13,early_planner
B02726,S005,2025-07-09,229,travel_agent,2,14218.81,0,P1,1.06,loyal_guest
B02727,S005,2025-07-24,214,direct,3,13495.9,0,P1,1.1,early_planner
B02728,S005,2025-06-16,252,direct,1,14364.96,0,P1,0.92,loyal_guest
B02729,S005,2025-07-04,234,web,2,13527.61,0,P1,0.99,early_planner
B02730,S005,2025-06-10,258,web,1,13149.17,0,P1,0.97,loyal_guest
B02731,S005,2025-08-04,203,direct,4,13439.99,0,P1,0.96,early_planner
B02732,S005,2025-06-29,239,travel_agent,2,13078.99,0,P1,0.97,early_planner
B02733,S005,2025-07-02,236,web,2,13590.83,0,P1,1.1,early_planner
B02734,S005,2025-09-04,172,travel_agent,3,14012.87,0,P2,1.05,mid_booker
B02735,S005,2025-10-05,141,web,2,13077.87,0,P2,1.11,early_planner
B02736,S005,2025-10-14,132,direct,4,14349.06,0,P1,1.17,mid_booker
B02737,S005,2025-10-03,143,direct,1,13701.57,0,P2,0.92,mid_booker
B02738,S005,2025-11-10,105,web,1,14187.47,0,P1,0.95,mid_booker
B02739,S005,2025-10-14,132,direct,2,14151.24,0,P2,1.03,mid_booker
B02740,S005,2025-09-27,149,direct,3,14034.31,0,P1,0.96,early_planner
B02741,S005,2025-11-07,108,direct,2,13045.84,0,P1,0.94,mid_booker
B02742,S005,2025-11-27,88,travel_agent,2,12326.6,1,P2,0.97,mid_booker
B02743,S005,2025-11-14,101,travel_agent,2,14040.11,0,P1,1.1,mid_booker
B02744,S005,2025-11-29,86,web,2,13047.74,0,P3,0.94,mid_booker
B02745,S005,2025-09-28,148,direct,1,14059.77,0,P1,0.98,mid_booker
B02746,S005,2025-11-08,107,web,2,10487.81,1,P1,1.12,mid_booker
B02747,S014,2025-08-30,183,direct,2,5031.32,1,P1,1.13,early_planner
B02748,S014,2025-08-06,207,web,2,6289.78,0,P1,1.03,loyal_guest
B02749,S014,2025-07-30,214,direct,2,6125.62,0,P1,1.06,loyal_guest
B02750,S014,2025-06-03,271,direct,1,6182.66,0,P1,0.99,early_planner
B02751,S014,2025-05-08,297,travel_agent,3,5415.79,1,P1,0.86,loyal_guest
B02752,S014,2025-05-24,281,travel_agent,4,4856.32,1,P1,1.14,loyal_guest
B02753,S014,2025-08-17,196,travel_agent,1,6208.55,0,P1,1.12,early_planner
B02754,S014,2025-08-28,185,direct,3,6095.68,0,P1,1.06,loyal_guest
B02755,S014,2025-08-17,196,web,4,5862.98,0,P1,1.14,loyal_guest
B02756,S014,2025-06-25,249,travel_agent,1,6164.94,0,P1,1.07,early_planner
B02757,S014,2025-07-27,217,web,2,5886.51,0,P1,1.0,early_planner
B02758,S014,2025-07-06,238,web,2,6077.16,0,P1,0.9,early_planner
B02759,S014,2025-08-25,188,web,3,5150.47,1,P1,0.96,early_planner
B02760,S014,2025-05-23,282,direct,4,6033.27,0,P1,1.14,early_planner
B02761,S014,2025-06-20,254,web,2,5919.1,0,P1,1.14,early_planner
B02762,S014,2025-05-22,283,travel_agent,3,6308.61,0,P1,0.94,loyal_guest
B02763,S014,2025-05-31,274,direct,2,6362.9,0,P1,0.85,early_planner
B02764,S014,2025-05-23,282,web,1,5151.83,1,P1,1.05,loyal_guest
B02765,S014,2025-05-08,297,travel_agent,2,6333.91,0,P1,0.91,loyal_guest
B02766,S014,2025-05-27,278,direct,2,6228.32,0,P1,0.9,early_planner
B02767,S014,2025-08-31,182,web,2,6164.67,0,P1,0.94,early_planner
B02768,S014,2025-08-22,191,direct,2,6103.78,0,P1,0.95,early_planner
B02769,S014,2025-07-06,238,web,3,5810.46,0,P1,0.87,early_planner
B02770,S014,2025-06-03,271,web,3,4753.18,1,P1,0.89,loyal_guest
B02771,S014,2025-08-13,200,direct,2,5896.01,0,P1,1.03,early_planner
B02772,S014,2025-08-13,200,direct,2,6382.81,0,P1,1.08,early_planner
B02773,S014,2025-06-10,264,travel_agent,2,5992.55,0,P1,1.05,loyal_guest
B02774,S014,2025-05-23,282,travel_agent,2,6082.58,0,P1,1.07,early_planner
B02775,S014,2025-08-17,196,direct,2,6240.97,0,P1,1.05,early_planner
B02776,S014,2025-07-27,217,direct,4,6004.4,0,P1,0.93,loyal_guest
B02777,S014,2025-08-27,186,direct,2,6007.1,0,P1,0.91,loyal_guest
B02778,S014,2025-05-13,292,direct,4,6263.9,0,P1,0.86,early_planner
B02779,S014,2025-07-17,227,direct,1,5838.96,0,P1,1.04,early_planner
B02780,S014,2025-08-26,187,web,3,5905.3,0,P1,0.87,loyal_guest
B02781,S014,2025-11-05,116,travel_agent,3,6339.09,0,P2,1.01,mid_booker
B02782,S014,2025-09-18,164,direct,3,6044.84,0,P1,0.88,mid_booker
B02783,S014,2025-09-10,172,direct,4,6139.35,0,P1,0.97,mid_booker
B02784,S014,2025-09-30,152,travel_agent,2,4766.83,1,P1,1.02,mid_booker
B02785,S014,2025-11-09,112,travel_agent,4,6093.06,0,P2,1.01,mid_booker
B02786,S014,2025-09-05,177,direct,3,6377.12,0,P2,1.07,mid_booker
B02787,S014,2025-09-16,166,direct,4,5878.69,0,P2,1.05,early_planner
B02788,S014,2025-11-28,93,direct,2,6293.44,0,P1,0.87,early_planner
B02789,S014,2025-10-08,144,direct,1,5827.51,0,P1,1.03,mid_booker
B02790,S014,2025-09-09,173,travel_agent,2,6096.21,0,P1,0.88,mid_booker
B02791,S014,2025-10-23,129,direct,4,6047.77,0,P2,1.02,mid_booker
B02792,S014,2025-11-02,119,direct,2,6226.07,0,P1,1.07,early_planner
B02793,S014,2025-09-29,153,direct,4,6057.53,0,P1,1.07,mid_booker
B02794,S014,2025-09-23,159,web,2,5489.57,1,P1,1.07,mid_booker
B02795,S014,2025-09-16,166,direct,2,5914.86,0,P1,0.85,mid_booker
B02796,S014,2025-09-05,177,web,3,5964.68,0,P1,1.01,early_planner
B02797,S014,2025-11-01,120,direct,1,6364.4,0,P1,1.05,mid_booker
B02798,S014,2025-10-10,142,travel_agent,2,6125.75,0,P2,0.9,mid_booker
B02799,S014,2025-10-11,141,travel_agent,4,5908.0,0,P1,1.11,mid_booker
B02800,S014,2025-10-04,148,direct,3,6385.67,0,P1,1.09,mid_booker
B02801,S014,2025-10-29,123,direct,2,5869.37,0,P2,0.9,mid_booker
B02802,S014,2025-11-20,101,direct,2,5985.77,0,P1,0.85,early_planner
B02803,S014,2025-09-17,165,direct,1,6282.72,0,P1,1.12,mid_booker
B02804,S014,2025-11-28,93,travel_agent,4,6318.16,0,P1,0.95,early_planner
B02805,S014,2025-11-09,112,direct,2,6322.42,0,P2,0.95,mid_booker
B02806,S014,2025-10-13,139,travel_agent,4,6094.18,0,P2,0.88,early_planner
B02807,S014,2025-09-22,160,direct,4,6303.73,0,P1,0.85,mid_booker
B02808,S014,2025-09-16,166,travel_agent,2,5950.76,0,P1,1.04,mid_booker
B02809,S014,2025-10-16,136,travel_agent,3,4653.64,1,P1,0.96,mid_booker
B02810,S014,2025-09-03,179,direct,4,6192.46,0,P2,0.95,mid_booker
B02811,S014,2025-09-12,170,web,4,6404.56,0,P1,1.06,mid_booker
B02812,S023,2025-07-23,231,direct,2,8553.15,0,P1,0.94,loyal_guest
B02813,S023,2025-07-06,248,travel_agent,1,7748.65,0,P1,1.03,loyal_guest
B02814,S023,2025-07-25,229,direct,2,7879.85,0,P1,1.1,early_planner
B02815,S023,2025-06-07,277,direct,1,6772.6,1,P1,0.97,early_planner
B02816,S023,2025-08-22,201,web,3,7886.56,0,P1,1.01,early_planner
B02817,S023,2025-06-26,258,direct,4,7062.56,1,P1,1.02,loyal_guest
B02818,S023,2025-05-24,291,direct,3,8009.39,0,P1,0.94,loyal_guest
B02819,S023,2025-07-29,225,direct,3,8126.59,0,P1,1.1,loyal_guest
B02820,S023,2025-07-01,253,travel_agent,2,8542.57,0,P1,0.92,early_planner
B02821,S023,2025-05-29,286,web,4,7779.09,0,P1,0.91,loyal_guest
B02822,S023,2025-08-31,192,web,4,8293.71,0,P1,0.88,loyal_guest
B02823,S023,2025-08-26,197,web,1,8483.01,0,P1,1.14,early_planner
B02824,S023,2025-08-02,221,web,2,8365.76,0,P1,0.91,early_planner
B02825,S023,2025-07-17,237,direct,4,7782.8,0,P1,1.08,loyal_guest
B02826,S023,2025-08-17,206,direct,1,6756.19,1,P1,0.97,loyal_guest
